@relation 'Cleaned Loan_Data'

@attribute Loan_ID {LP001002,LP001003,LP001005,LP001006,LP001008,LP001011,LP001013,LP001014,LP001018,LP001020,LP001024,LP001027,LP001028,LP001029,LP001030,LP001032,LP001034,LP001036,LP001038,LP001041,LP001043,LP001046,LP001047,LP001050,LP001052,LP001066,LP001068,LP001073,LP001086,LP001087,LP001091,LP001095,LP001097,LP001098,LP001100,LP001106,LP001109,LP001112,LP001114,LP001116,LP001119,LP001120,LP001123,LP001131,LP001136,LP001137,LP001138,LP001144,LP001146,LP001151,LP001155,LP001157,LP001164,LP001179,LP001186,LP001194,LP001195,LP001197,LP001198,LP001199,LP001205,LP001206,LP001207,LP001213,LP001222,LP001225,LP001228,LP001233,LP001238,LP001241,LP001243,LP001245,LP001248,LP001250,LP001253,LP001255,LP001256,LP001259,LP001263,LP001264,LP001265,LP001266,LP001267,LP001273,LP001275,LP001279,LP001280,LP001282,LP001289,LP001310,LP001316,LP001318,LP001319,LP001322,LP001325,LP001326,LP001327,LP001333,LP001334,LP001343,LP001345,LP001349,LP001350,LP001356,LP001357,LP001367,LP001369,LP001370,LP001379,LP001384,LP001385,LP001387,LP001391,LP001392,LP001398,LP001401,LP001404,LP001405,LP001421,LP001422,LP001426,LP001430,LP001431,LP001432,LP001439,LP001443,LP001448,LP001449,LP001451,LP001465,LP001469,LP001473,LP001478,LP001482,LP001487,LP001488,LP001489,LP001491,LP001492,LP001493,LP001497,LP001498,LP001504,LP001507,LP001508,LP001514,LP001516,LP001518,LP001519,LP001520,LP001528,LP001529,LP001531,LP001532,LP001535,LP001536,LP001541,LP001543,LP001546,LP001552,LP001560,LP001562,LP001565,LP001570,LP001572,LP001574,LP001577,LP001578,LP001579,LP001580,LP001581,LP001585,LP001586,LP001594,LP001603,LP001606,LP001608,LP001610,LP001616,LP001630,LP001633,LP001634,LP001636,LP001637,LP001639,LP001640,LP001641,LP001643,LP001644,LP001647,LP001653,LP001656,LP001657,LP001658,LP001664,LP001665,LP001666,LP001669,LP001671,LP001673,LP001674,LP001677,LP001682,LP001688,LP001691,LP001692,LP001693,LP001698,LP001699,LP001702,LP001708,LP001711,LP001713,LP001715,LP001716,LP001720,LP001722,LP001726,LP001732,LP001734,LP001736,LP001743,LP001744,LP001749,LP001750,LP001751,LP001754,LP001758,LP001760,LP001761,LP001765,LP001768,LP001770,LP001776,LP001778,LP001784,LP001786,LP001788,LP001790,LP001792,LP001798,LP001800,LP001806,LP001807,LP001811,LP001813,LP001814,LP001819,LP001824,LP001825,LP001835,LP001836,LP001841,LP001843,LP001844,LP001846,LP001849,LP001854,LP001859,LP001864,LP001865,LP001868,LP001870,LP001871,LP001872,LP001875,LP001877,LP001882,LP001883,LP001884,LP001888,LP001891,LP001892,LP001894,LP001896,LP001900,LP001903,LP001904,LP001907,LP001908,LP001910,LP001914,LP001915,LP001917,LP001922,LP001924,LP001925,LP001926,LP001931,LP001935,LP001936,LP001938,LP001940,LP001945,LP001947,LP001949,LP001953,LP001954,LP001955,LP001963,LP001964,LP001972,LP001974,LP001977,LP001978,LP001990,LP001993,LP001994,LP001996,LP001998,LP002002,LP002004,LP002006,LP002008,LP002024,LP002031,LP002035,LP002036,LP002043,LP002050,LP002051,LP002053,LP002054,LP002055,LP002065,LP002067,LP002068,LP002082,LP002086,LP002087,LP002097,LP002098,LP002100,LP002101,LP002103,LP002106,LP002110,LP002112,LP002113,LP002114,LP002115,LP002116,LP002119,LP002126,LP002128,LP002129,LP002130,LP002131,LP002137,LP002138,LP002139,LP002140,LP002141,LP002142,LP002143,LP002144,LP002149,LP002151,LP002158,LP002160,LP002161,LP002170,LP002175,LP002178,LP002180,LP002181,LP002187,LP002188,LP002190,LP002191,LP002194,LP002197,LP002201,LP002205,LP002209,LP002211,LP002219,LP002223,LP002224,LP002225,LP002226,LP002229,LP002231,LP002234,LP002236,LP002237,LP002239,LP002243,LP002244,LP002250,LP002255,LP002262,LP002263,LP002265,LP002266,LP002272,LP002277,LP002281,LP002284,LP002287,LP002288,LP002296,LP002297,LP002300,LP002301,LP002305,LP002308,LP002314,LP002315,LP002317,LP002318,LP002319,LP002328,LP002332,LP002335,LP002337,LP002341,LP002342,LP002345,LP002347,LP002348,LP002357,LP002361,LP002362,LP002364,LP002366,LP002367,LP002368,LP002369,LP002370,LP002377,LP002379,LP002386,LP002387,LP002390,LP002393,LP002398,LP002401,LP002403,LP002407,LP002408,LP002409,LP002418,LP002422,LP002424,LP002429,LP002434,LP002435,LP002443,LP002444,LP002446,LP002447,LP002448,LP002449,LP002453,LP002455,LP002459,LP002467,LP002472,LP002473,LP002478,LP002484,LP002487,LP002489,LP002493,LP002494,LP002500,LP002501,LP002502,LP002505,LP002515,LP002517,LP002519,LP002522,LP002524,LP002527,LP002529,LP002530,LP002531,LP002533,LP002534,LP002536,LP002537,LP002541,LP002543,LP002544,LP002545,LP002547,LP002555,LP002556,LP002560,LP002562,LP002571,LP002582,LP002585,LP002586,LP002587,LP002588,LP002600,LP002602,LP002603,LP002606,LP002615,LP002618,LP002619,LP002622,LP002624,LP002625,LP002626,LP002634,LP002637,LP002640,LP002643,LP002648,LP002652,LP002659,LP002670,LP002682,LP002683,LP002684,LP002689,LP002690,LP002692,LP002693,LP002697,LP002699,LP002705,LP002706,LP002714,LP002716,LP002717,LP002720,LP002723,LP002729,LP002731,LP002732,LP002734,LP002738,LP002739,LP002740,LP002741,LP002743,LP002753,LP002755,LP002757,LP002767,LP002768,LP002772,LP002776,LP002777,LP002778,LP002784,LP002785,LP002788,LP002789,LP002792,LP002794,LP002795,LP002798,LP002804,LP002807,LP002813,LP002820,LP002821,LP002832,LP002833,LP002836,LP002837,LP002840,LP002841,LP002842,LP002847,LP002855,LP002862,LP002863,LP002868,LP002872,LP002874,LP002877,LP002888,LP002892,LP002893,LP002894,LP002898,LP002911,LP002912,LP002916,LP002917,LP002925,LP002926,LP002928,LP002931,LP002933,LP002936,LP002938,LP002940,LP002941,LP002943,LP002945,LP002948,LP002949,LP002950,LP002953,LP002958,LP002959,LP002960,LP002961,LP002964,LP002974,LP002978,LP002979,LP002983,LP002984,LP002990}
@attribute Gender {Male,Female}
@attribute Married {No,Yes}
@attribute Dependents numeric
@attribute Education {Graduate,'Not Graduate'}
@attribute Self_Employed {No,Yes}
@attribute ApplicantIncome numeric
@attribute CoapplicantIncome numeric
@attribute LoanAmount numeric
@attribute Loan_Status {Y,N}

@data
LP001792,Male,Yes,1,Graduate,No,3315,0,96,Y
LP001798,Male,Yes,2,Graduate,No,5819,5000,120,Y
LP001800,Male,Yes,1,'Not Graduate',No,2510,1983,140,N
LP001806,Male,No,0,Graduate,No,2965,5701,155,Y
LP001807,Male,Yes,2,Graduate,Yes,6250,1300,108,Y
LP001811,Male,Yes,0,'Not Graduate',No,3406,4417,123,Y
LP001813,Male,No,0,Graduate,Yes,6050,4333,120,N
LP001814,Male,Yes,2,Graduate,No,9703,0,112,Y
LP001819,Male,Yes,1,'Not Graduate',No,6608,0,137,Y
LP001824,Male,Yes,1,Graduate,No,2882,1843,123,Y
LP001825,Male,Yes,0,Graduate,No,1809,1868,90,Y
LP001835,Male,Yes,0,'Not Graduate',No,1668,3890,201,N
LP001836,Female,No,2,Graduate,No,3427,0,138,N
LP001841,Male,No,0,'Not Graduate',Yes,2583,2167,104,Y
LP001843,Male,Yes,1,'Not Graduate',No,2661,7101,279,Y
LP001844,Male,No,0,Graduate,Yes,16250,0,192,N
LP001846,Female,No,3,Graduate,No,3083,0,255,Y
LP001849,Male,No,0,'Not Graduate',No,6045,0,115,N
LP001854,Male,Yes,3,Graduate,No,5250,0,94,N
LP001859,Male,Yes,0,Graduate,No,14683,2100,304,N
LP001864,Male,Yes,3,'Not Graduate',No,4931,0,128,N
LP001865,Male,Yes,1,Graduate,No,6083,4250,330,Y
LP001868,Male,No,0,Graduate,No,2060,2209,134,Y
LP001870,Female,No,1,Graduate,No,3481,0,155,N
LP001871,Female,No,0,Graduate,No,7200,0,120,Y
LP001872,Male,No,0,Graduate,Yes,5166,0,128,Y
LP001875,Male,No,0,Graduate,No,4095,3447,151,Y
LP001877,Male,Yes,2,Graduate,No,4708,1387,150,Y
LP001882,Male,Yes,3,Graduate,No,4333,1811,160,Y
LP001883,Female,No,0,Graduate,?,3418,0,135,N
LP001884,Female,No,1,Graduate,No,2876,1560,90,Y
LP001888,Female,No,0,Graduate,No,3237,0,30,Y
LP001891,Male,Yes,0,Graduate,No,11146,0,136,Y
LP001892,Male,No,0,Graduate,No,2833,1857,126,Y
LP001894,Male,Yes,0,Graduate,No,2620,2223,150,Y
LP001896,Male,Yes,2,Graduate,No,3900,0,90,Y
LP001900,Male,Yes,1,Graduate,No,2750,1842,115,Y
LP001903,Male,Yes,0,Graduate,No,3993,3274,207,Y
LP001904,Male,Yes,0,Graduate,No,3103,1300,80,Y
LP001907,Male,Yes,0,Graduate,No,14583,0,436,Y
LP001908,Female,Yes,0,'Not Graduate',No,4100,0,124,Y
LP001910,Male,No,1,'Not Graduate',Yes,4053,2426,158,N
LP001914,Male,Yes,0,Graduate,No,3927,800,112,Y
LP001915,Male,Yes,2,Graduate,No,2301,985.799988,78,Y
LP001917,Female,No,0,Graduate,No,1811,1666,54,Y
LP001922,Male,Yes,0,Graduate,No,20667,0,146,N
LP001924,Male,No,0,Graduate,No,3158,3053,89,Y
LP001925,Female,No,0,Graduate,Yes,2600,1717,99,N
LP001926,Male,Yes,0,Graduate,No,3704,2000,120,Y
LP001931,Female,No,0,Graduate,No,4124,0,115,Y
LP001935,Male,No,0,Graduate,No,9508,0,187,Y
LP001936,Male,Yes,0,Graduate,No,3075,2416,139,Y
LP001938,Male,Yes,2,Graduate,No,4400,0,127,N
LP001940,Male,Yes,2,Graduate,No,3153,1560,134,Y
LP001945,Female,No,0,Graduate,No,5417,0,143,N
LP001947,Male,Yes,0,Graduate,No,2383,3334,172,Y
LP001949,Male,Yes,3,Graduate,?,4416,1250,110,Y
LP001953,Male,Yes,1,Graduate,No,6875,0,200,Y
LP001954,Female,Yes,1,Graduate,No,4666,0,135,Y
LP001955,Female,No,0,Graduate,No,5000,2541,151,N
LP001963,Male,Yes,1,Graduate,No,2014,2925,113,N
LP001964,Male,Yes,0,'Not Graduate',No,1800,2934,93,N
LP001972,Male,Yes,0,'Not Graduate',No,2875,1750,105,Y
LP001974,Female,No,0,Graduate,No,5000,0,132,Y
LP001977,Male,Yes,1,Graduate,No,1625,1803,96,Y
LP001978,Male,No,0,Graduate,No,4000,2500,140,Y
LP001990,Male,No,0,'Not Graduate',No,2000,0,146,N
LP001993,Female,No,0,Graduate,No,3762,1666,135,Y
LP001994,Female,No,0,Graduate,No,2400,1863,104,N
LP001996,Male,No,0,Graduate,No,20233,0,480,N
LP001998,Male,Yes,2,'Not Graduate',No,7667,0,185,Y
LP002002,Female,No,0,Graduate,No,2917,0,84,Y
LP002004,Male,No,0,'Not Graduate',No,2927,2405,111,Y
LP002006,Female,No,0,Graduate,No,2507,0,56,Y
LP002008,Male,Yes,2,Graduate,Yes,5746,0,144,Y
LP002024,Male,Yes,0,Graduate,No,2473,1843,159,N
LP002031,Male,Yes,1,'Not Graduate',No,3399,1640,111,Y
LP002035,Male,Yes,2,Graduate,No,3717,0,120,Y
LP002036,Male,Yes,0,Graduate,No,2058,2134,88,Y
LP002043,Female,No,1,Graduate,No,3541,0,112,Y
LP002050,Male,Yes,1,Graduate,Yes,10000,0,155,N
LP002051,Male,Yes,0,Graduate,No,2400,2167,115,Y
LP002053,Male,Yes,3,Graduate,No,4342,189,124,Y
LP002054,Male,Yes,2,'Not Graduate',No,3601,1590,146,Y
LP002055,Female,No,0,Graduate,No,3166,2985,132,Y
LP002065,Male,Yes,3,Graduate,No,15000,0,300,Y
LP002067,Male,Yes,1,Graduate,Yes,8666,4983,376,N
LP002068,Male,No,0,Graduate,No,4917,0,130,Y
LP002082,Male,Yes,0,Graduate,Yes,5818,2160,184,Y
LP002086,Female,Yes,0,Graduate,No,4333,2451,110,N
LP002087,Female,No,0,Graduate,No,2500,0,67,Y
LP002097,Male,No,1,Graduate,No,4384,1793,117,Y
LP002098,Male,No,0,Graduate,No,2935,0,98,Y
LP002100,Male,No,0,Graduate,No,2833,0,71,Y
LP002101,Male,Yes,0,Graduate,?,63337,0,490,Y
LP002103,Male,Yes,1,Graduate,Yes,9833,1833,182,Y
LP002106,Male,Yes,0,Graduate,Yes,5503,4490,70,Y
LP002110,Male,Yes,1,Graduate,?,5250,688,160,Y
LP002112,Male,Yes,2,Graduate,Yes,2500,4600,176,Y
LP002113,Female,No,3,'Not Graduate',No,1830,0,146,N
LP002114,Female,No,0,Graduate,No,4160,0,71,Y
LP002115,Male,Yes,3,'Not Graduate',No,2647,1587,173,N
LP002116,Female,No,0,Graduate,No,2378,0,46,N
LP002119,Male,Yes,1,'Not Graduate',No,4554,1229,158,Y
LP002126,Male,Yes,3,'Not Graduate',No,3173,0,74,Y
LP002128,Male,Yes,2,Graduate,?,2583,2330,125,Y
LP002129,Male,Yes,0,Graduate,No,2499,2458,160,Y
LP002130,Male,Yes,0,'Not Graduate',No,3523,3230,152,N
LP002131,Male,Yes,2,'Not Graduate',No,3083,2168,126,Y
LP002137,Male,Yes,0,Graduate,No,6333,4583,259,Y
LP002138,Male,Yes,0,Graduate,No,2625,6250,187,Y
LP002139,Male,Yes,0,Graduate,No,9083,0,228,Y
LP002140,Male,No,0,Graduate,No,8750,4167,308,N
LP002141,Male,Yes,3,Graduate,No,2666,2083,95,Y
LP002142,Female,Yes,0,Graduate,Yes,5500,0,105,N
LP002143,Female,Yes,0,Graduate,No,2423,505,130,Y
LP002144,Female,No,0,Graduate,No,3813,0,116,Y
LP002149,Male,Yes,2,Graduate,No,8333,3167,165,Y
LP002151,Male,Yes,1,Graduate,No,3875,0,67,N
LP002158,Male,Yes,0,'Not Graduate',No,3000,1666,100,N
LP002160,Male,Yes,3,Graduate,No,5167,3167,200,Y
LP002161,Female,No,1,Graduate,No,4723,0,81,N
LP002170,Male,Yes,2,Graduate,No,5000,3667,236,Y
LP002175,Male,Yes,0,Graduate,No,4750,2333,130,Y
LP002178,Male,Yes,0,Graduate,No,3013,3033,95,Y
LP002180,Male,No,0,Graduate,Yes,6822,0,141,Y
LP002181,Male,No,0,'Not Graduate',No,6216,0,133,N
LP002187,Male,No,0,Graduate,No,2500,0,96,N
LP002188,Male,No,0,Graduate,No,5124,0,124,N
LP002190,Male,Yes,1,Graduate,No,6325,0,175,Y
LP002191,Male,Yes,0,Graduate,No,19730,5266,570,N
LP002194,Female,No,0,Graduate,Yes,15759,0,55,Y
LP002197,Male,Yes,2,Graduate,No,5185,0,155,Y
LP002201,Male,Yes,2,Graduate,Yes,9323,7873,380,Y
LP002205,Male,No,1,Graduate,No,3062,1987,111,N
LP002209,Female,No,0,Graduate,?,2764,1459,110,Y
LP002211,Male,Yes,0,Graduate,No,4817,923,120,Y
LP002219,Male,Yes,3,Graduate,No,8750,4996,130,Y
LP002223,Male,Yes,0,Graduate,No,4310,0,130,Y
LP002224,Male,No,0,Graduate,No,3069,0,71,N
LP002225,Male,Yes,2,Graduate,No,5391,0,130,Y
LP002226,Male,Yes,0,Graduate,?,3333,2500,128,Y
LP002229,Male,No,0,Graduate,No,5941,4232,296,Y
LP002231,Female,No,0,Graduate,No,6000,0,156,Y
LP002234,Male,No,0,Graduate,Yes,7167,0,128,Y
LP002236,Male,Yes,2,Graduate,No,4566,0,100,N
LP002237,Male,No,1,Graduate,?,3667,0,113,Y
LP002239,Male,No,0,'Not Graduate',No,2346,1600,132,Y
LP002243,Male,Yes,0,'Not Graduate',No,3010,3136,146,N
LP002244,Male,Yes,0,Graduate,No,2333,2417,136,Y
LP002250,Male,Yes,0,Graduate,No,5488,0,125,Y
LP002255,Male,No,3,Graduate,No,9167,0,185,Y
LP002262,Male,Yes,3,Graduate,No,9504,0,275,Y
LP002263,Male,Yes,0,Graduate,No,2583,2115,120,Y
LP002265,Male,Yes,2,'Not Graduate',No,1993,1625,113,Y
LP002266,Male,Yes,2,Graduate,No,3100,1400,113,Y
LP002272,Male,Yes,2,Graduate,No,3276,484,135,Y
LP002277,Female,No,0,Graduate,No,3180,0,71,N
LP002281,Male,Yes,0,Graduate,No,3033,1459,95,Y
LP002284,Male,No,0,'Not Graduate',No,3902,1666,109,Y
LP002287,Female,No,0,Graduate,No,1500,1800,103,N
LP002288,Male,Yes,2,'Not Graduate',No,2889,0,45,N
LP002296,Male,No,0,'Not Graduate',No,2755,0,65,N
LP002297,Male,No,0,Graduate,No,2500,20000,103,Y
LP002300,Female,No,0,'Not Graduate',No,1963,0,53,Y
LP002301,Female,No,0,Graduate,Yes,7441,0,194,N
LP002305,Female,No,0,Graduate,No,4547,0,115,Y
LP002308,Male,Yes,0,'Not Graduate',No,2167,2400,115,Y
LP002314,Female,No,0,'Not Graduate',No,2213,0,66,Y
LP002315,Male,Yes,1,Graduate,No,8300,0,152,N
LP002317,Male,Yes,3,Graduate,No,81000,0,360,N
LP002318,Female,No,1,'Not Graduate',Yes,3867,0,62,N
LP002319,Male,Yes,0,Graduate,?,6256,0,160,Y
LP002328,Male,Yes,0,'Not Graduate',No,6096,0,218,N
LP002332,Male,Yes,0,'Not Graduate',No,2253,2033,110,Y
LP002335,Female,Yes,0,'Not Graduate',No,2149,3237,178,N
LP002337,Female,No,0,Graduate,No,2995,0,60,Y
LP002341,Female,No,1,Graduate,No,2600,0,160,N
LP002342,Male,Yes,2,Graduate,Yes,1600,20000,239,N
LP002345,Male,Yes,0,Graduate,No,1025,2773,112,Y
LP002347,Male,Yes,0,Graduate,No,3246,1417,138,Y
LP002348,Male,Yes,0,Graduate,No,5829,0,138,Y
LP002357,Female,No,0,'Not Graduate',No,2720,0,80,N
LP002361,Male,Yes,0,Graduate,No,1820,1719,100,Y
LP002362,Male,Yes,1,Graduate,No,7250,1667,110,N
LP002364,Male,Yes,0,Graduate,No,14880,0,96,Y
LP002366,Male,Yes,0,Graduate,No,2666,4300,121,Y
LP002367,Female,No,1,'Not Graduate',No,4606,0,81,N
LP002368,Male,Yes,2,Graduate,No,5935,0,133,Y
LP002369,Male,Yes,0,Graduate,No,2920,16.120001,87,Y
LP002370,Male,No,0,'Not Graduate',No,2717,0,60,Y
LP002377,Female,No,1,Graduate,Yes,8624,0,150,Y
LP002379,Male,No,0,Graduate,No,6500,0,105,N
LP002386,Male,No,0,Graduate,?,12876,0,405,Y
LP002387,Male,Yes,0,Graduate,No,2425,2340,143,Y
LP002390,Male,No,0,Graduate,No,3750,0,100,Y
LP002393,Female,No,0,Graduate,No,10047,0,146,Y
LP002398,Male,No,0,Graduate,No,1926,1851,50,Y
LP002401,Male,Yes,0,Graduate,No,2213,1125,146,Y
LP002403,Male,No,0,Graduate,Yes,10416,0,187,N
LP002407,Female,Yes,0,'Not Graduate',Yes,7142,0,138,Y
LP002408,Male,No,0,Graduate,No,3660,5064,187,Y
LP002409,Male,Yes,0,Graduate,No,7901,1833,180,Y
LP002418,Male,No,3,'Not Graduate',No,4707,1993,148,Y
LP002422,Male,No,1,Graduate,No,37719,0,152,Y
LP002424,Male,Yes,0,Graduate,No,7333,8333,175,Y
LP002429,Male,Yes,1,Graduate,Yes,3466,1210,130,Y
LP002434,Male,Yes,2,'Not Graduate',No,4652,0,110,Y
LP002435,Male,Yes,0,Graduate,?,3539,1376,55,N
LP002443,Male,Yes,2,Graduate,No,3340,1710,150,N
LP002444,Male,No,1,'Not Graduate',Yes,2769,1542,190,N
LP002446,Male,Yes,2,'Not Graduate',No,2309,1255,125,N
LP002447,Male,Yes,2,'Not Graduate',No,1958,1456,60,Y
LP002448,Male,Yes,0,Graduate,No,3948,1733,149,N
LP002449,Male,Yes,0,Graduate,No,2483,2466,90,Y
LP002453,Male,No,0,Graduate,Yes,7085,0,84,Y
LP002455,Male,Yes,2,Graduate,No,3859,0,96,Y
LP002459,Male,Yes,0,Graduate,No,4301,0,118,Y
LP002467,Male,Yes,0,Graduate,No,3708,2569,173,N
LP002472,Male,No,2,Graduate,No,4354,0,136,Y
LP002473,Male,Yes,0,Graduate,No,8334,0,160,N
LP002478,Male,Yes,0,Graduate,Yes,2083,4083,160,Y
LP002484,Male,Yes,3,Graduate,No,7740,0,128,Y
LP002487,Male,Yes,0,Graduate,No,3015,2188,153,Y
LP002489,Female,No,1,'Not Graduate',?,5191,0,132,Y
LP002493,Male,No,0,Graduate,No,4166,0,98,N
LP002494,Male,No,0,Graduate,No,6000,0,140,Y
LP002500,Male,Yes,3,'Not Graduate',No,2947,1664,70,N
LP002501,Male,Yes,0,Graduate,No,16692,0,110,Y
LP002502,Female,Yes,2,'Not Graduate',?,210,2917,98,Y
LP002505,Male,Yes,0,Graduate,No,4333,2451,110,N
LP002515,Male,Yes,1,Graduate,Yes,3450,2079,162,Y
LP002517,Male,Yes,1,'Not Graduate',No,2653,1500,113,N
LP002519,Male,Yes,3,Graduate,No,4691,0,100,Y
LP002522,Female,No,0,Graduate,Yes,2500,0,93,Y
LP002524,Male,No,2,Graduate,No,5532,4648,162,Y
LP002527,Male,Yes,2,Graduate,Yes,16525,1014,150,Y
LP002529,Male,Yes,2,Graduate,No,6700,1750,230,Y
LP002530,Male,Yes,2,Graduate,No,2873,1872,132,N
LP002531,Male,Yes,1,Graduate,Yes,16667,2250,86,Y
LP002533,Male,Yes,2,Graduate,No,2947,1603,146,N
LP002534,Female,No,0,'Not Graduate',No,4350,0,154,Y
LP002536,Male,Yes,3,'Not Graduate',No,3095,0,113,Y
LP002537,Male,Yes,0,Graduate,No,2083,3150,128,Y
LP002541,Male,Yes,0,Graduate,No,10833,0,234,Y
LP002543,Male,Yes,2,Graduate,No,8333,0,246,Y
LP002544,Male,Yes,1,'Not Graduate',No,1958,2436,131,Y
LP002545,Male,No,2,Graduate,No,3547,0,80,N
LP002547,Male,Yes,1,Graduate,No,18333,0,500,N
LP002555,Male,Yes,2,Graduate,Yes,4583,2083,160,Y
LP002556,Male,No,0,Graduate,No,2435,0,75,N
LP002560,Male,No,0,'Not Graduate',No,2699,2785,96,Y
LP002562,Male,Yes,1,'Not Graduate',No,5333,1131,186,Y
LP002571,Male,No,0,'Not Graduate',No,3691,0,110,Y
LP002582,Female,No,0,'Not Graduate',Yes,17263,0,225,Y
LP002585,Male,Yes,0,Graduate,No,3597,2157,119,N
LP002586,Female,Yes,1,Graduate,No,3326,913,105,Y
LP002587,Male,Yes,0,'Not Graduate',No,2600,1700,107,Y
LP002588,Male,Yes,0,Graduate,No,4625,2857,111,Y
LP002600,Male,Yes,1,Graduate,Yes,2895,0,95,Y
LP002602,Male,No,0,Graduate,No,6283,4416,209,N
LP002603,Female,No,0,Graduate,No,645,3683,113,Y
LP002606,Female,No,0,Graduate,No,3159,0,100,Y
LP002615,Male,Yes,2,Graduate,No,4865,5624,208,Y
LP002618,Male,Yes,1,'Not Graduate',No,4050,5302,138,N
LP002619,Male,Yes,0,'Not Graduate',No,3814,1483,124,Y
LP002622,Male,Yes,2,Graduate,No,3510,4416,243,Y
LP002624,Male,Yes,0,Graduate,No,20833,6667,480,Y
LP002625,Male,No,0,Graduate,No,3583,0,96,N
LP002626,Male,Yes,0,Graduate,Yes,2479,3013,188,Y
LP002634,Female,No,1,Graduate,No,13262,0,40,Y
LP002637,Male,No,0,'Not Graduate',No,3598,1287,100,N
LP002640,Male,Yes,1,Graduate,No,6065,2004,250,Y
LP002643,Male,Yes,2,Graduate,No,3283,2035,148,Y
LP002648,Male,Yes,0,Graduate,No,2130,6666,70,N
LP002652,Male,No,0,Graduate,No,5815,3666,311,N
LP002659,Male,Yes,3,Graduate,No,3466,3428,150,Y
LP002670,Female,Yes,2,Graduate,No,2031,1632,113,Y
LP002682,Male,Yes,0,'Not Graduate',No,3074,1800,123,N
LP002683,Male,No,0,Graduate,No,4683,1915,185,N
LP002684,Female,No,0,'Not Graduate',No,3400,0,95,N
LP002689,Male,Yes,2,'Not Graduate',No,2192,1742,45,Y
LP002690,Male,No,0,Graduate,No,2500,0,55,Y
LP002692,Male,Yes,3,Graduate,Yes,5677,1424,100,Y
LP002693,Male,Yes,2,Graduate,Yes,7948,7166,480,Y
LP002697,Male,No,0,Graduate,No,4680,2087,146,N
LP002699,Male,Yes,2,Graduate,Yes,17500,0,400,Y
LP002705,Male,Yes,0,Graduate,No,3775,0,110,Y
LP002706,Male,Yes,1,'Not Graduate',No,5285,1430,161,Y
LP002714,Male,No,1,'Not Graduate',No,2679,1302,94,Y
LP002716,Male,No,0,'Not Graduate',No,6783,0,130,Y
LP002717,Male,Yes,0,Graduate,No,1025,5500,216,Y
LP002720,Male,Yes,3,Graduate,No,4281,0,100,Y
LP002723,Male,No,2,Graduate,No,3588,0,110,N
LP002729,Male,No,1,Graduate,No,11250,0,196,N
LP002731,Female,No,0,'Not Graduate',Yes,18165,0,125,Y
LP002732,Male,No,0,'Not Graduate',?,2550,2042,126,Y
LP002734,Male,Yes,0,Graduate,No,6133,3906,324,Y
LP002738,Male,No,2,Graduate,No,3617,0,107,Y
LP002739,Male,Yes,0,'Not Graduate',No,2917,536,66,N
LP002740,Male,Yes,3,Graduate,No,6417,0,157,Y
LP002741,Female,Yes,1,Graduate,No,4608,2845,140,Y
LP002743,Female,No,0,Graduate,No,2138,0,99,N
LP002753,Female,No,1,Graduate,?,3652,0,95,Y
LP002755,Male,Yes,1,'Not Graduate',No,2239,2524,128,Y
LP002757,Female,Yes,0,'Not Graduate',No,3017,663,102,Y
LP002767,Male,Yes,0,Graduate,No,2768,1950,155,Y
LP002768,Male,No,0,'Not Graduate',No,3358,0,80,N
LP002772,Male,No,0,Graduate,No,2526,1783,145,Y
LP002776,Female,No,0,Graduate,No,5000,0,103,N
LP002777,Male,Yes,0,Graduate,No,2785,2016,110,Y
LP002778,Male,Yes,2,Graduate,Yes,6633,0,146,N
LP002784,Male,Yes,1,'Not Graduate',No,2492,2375,146,Y
LP002785,Male,Yes,1,Graduate,No,3333,3250,158,Y
LP002788,Male,Yes,0,'Not Graduate',No,2454,2333,181,N
LP002789,Male,Yes,0,Graduate,No,3593,4266,132,N
LP002792,Male,Yes,1,Graduate,No,5468,1032,26,Y
LP002794,Female,No,0,Graduate,No,2667,1625,84,Y
LP002795,Male,Yes,3,Graduate,Yes,10139,0,260,Y
LP002798,Male,Yes,0,Graduate,No,3887,2669,162,Y
LP002804,Female,Yes,0,Graduate,No,4180,2306,182,Y
LP002807,Male,Yes,2,'Not Graduate',No,3675,242,108,Y
LP002813,Female,Yes,1,Graduate,Yes,19484,0,600,Y
LP002820,Male,Yes,0,Graduate,No,5923,2054,211,Y
LP002821,Male,No,0,'Not Graduate',Yes,5800,0,132,Y
LP002832,Male,Yes,2,Graduate,No,8799,0,258,N
LP002833,Male,Yes,0,'Not Graduate',No,4467,0,120,Y
LP002836,Male,No,0,Graduate,No,3333,0,70,Y
LP002837,Male,Yes,3,Graduate,No,3400,2500,123,N
LP002840,Female,No,0,Graduate,No,2378,0,9,N
LP002841,Male,Yes,0,Graduate,No,3166,2064,104,N
LP002842,Male,Yes,1,Graduate,No,3417,1750,186,Y
LP002847,Male,Yes,0,Graduate,No,5116,1451,165,N
LP002855,Male,Yes,2,Graduate,No,16666,0,275,Y
LP002862,Male,Yes,2,'Not Graduate',No,6125,1625,187,N
LP002863,Male,Yes,3,Graduate,No,6406,0,150,N
LP002868,Male,Yes,2,Graduate,No,3159,461,108,Y
LP002872,Male,Yes,0,Graduate,No,3087,2210,136,N
LP002874,Male,No,0,Graduate,No,3229,2739,110,Y
LP002877,Male,Yes,1,Graduate,No,1782,2232,107,Y
LP002888,Male,No,0,Graduate,?,3182,2917,161,Y
